date,regime_score,regime_label,spy_close,vix_level
2001-01-26,51.59453,Transitional,86.49342346191406,22.56999969482422
2001-01-29,51.59453,Transitional,86.95494079589844,22.61000061035156
2001-01-30,51.17206,Transitional,87.71878051757812,22.56999969482422
2001-01-31,52.40907,Transitional,87.22227478027344,22.020000457763672
2001-02-01,56.34608,Transitional,87.8015365600586,21.65999984741211
2001-02-02,47.820515,Transitional,85.80912017822266,21.950000762939453
2001-02-05,50.483734,Transitional,86.43927764892578,22.190000534057617
2001-02-06,52.25017,Transitional,86.1846694946289,21.979999542236328
2001-02-07,49.393417,Transitional,85.73908233642578,21.670000076293945
2001-02-08,47.23449,Transitional,84.73967742919922,21.459999084472656
2001-02-09,43.062122,Transitional,83.92483520507812,22.030000686645508
2001-02-12,46.108814,Transitional,84.88607025146484,21.920000076293945
2001-02-13,44.16248,Transitional,84.19222259521484,21.3700008392334
2001-02-14,43.48744,Transitional,84.0649185180664,21.520000457763672
2001-02-15,47.792118,Transitional,84.87973022460938,20.270000457763672
2001-02-16,39.602985,Transitional,83.00818634033203,22.1200008392334
2001-02-20,31.628817,Bear,81.72868347167969,24.690000534057617
2001-02-21,25.469059,Bear,79.96541595458984,25.75
2001-02-22,24.116915,Bear,80.08634185791016,26.76000022888184
2001-02-23,23.42984,Bear,79.5452651977539,27.209999084472656
2001-02-26,29.672253,Bear,81.2385025024414,25.43000030517578
2001-02-27,28.40329,Bear,80.48739624023438,26.489999771118164
2001-02-28,25.247206,Bear,78.90235900878906,28.350000381469727
2001-03-01,26.452063,Bear,79.31609344482422,28.07999992370605
2001-03-02,27.22604,Bear,78.68592834472656,27.43000030517578
2001-03-05,26.053873,Bear,79.40522003173828,27.1200008392334
2001-03-06,31.778442,Bear,80.25819396972656,25.88999938964844
2001-03-07,38.07187,Transitional,80.83116149902344,24.1200008392334
2001-03-08,37.27019,Transitional,80.92025756835938,24.290000915527344
2001-03-09,30.699348,Bear,78.52679443359375,25.6200008392334
2001-03-12,18.587597,Bear,75.1656723022461,30.31999969482422
2001-03-13,24.477663,Bear,76.4006576538086,27.549999237060547
2001-03-14,18.120136,Bear,74.89198303222656,29.61000061035156
2001-03-15,19.464003,Bear,74.91105651855469,28.559999465942383
2001-03-16,16.97954,Bear,73.4085693359375,29.90999984741211
2001-03-19,23.346893,Bear,74.90214538574219,29.780000686645508
2001-03-20,18.14921,Bear,72.8915786743164,30.959999084472656
2001-03-21,16.978483,Bear,71.6533203125,31.93000030517578
2001-03-22,13.053495,Bear,70.92564392089844,32.84000015258789
2001-03-23,24.491056,Bear,73.07027435302734,30.450000762939453
2001-03-26,25.53884,Bear,74.0021743774414,29.040000915527344
2001-03-27,31.884424,Bear,75.51486206054688,27.040000915527344
2001-03-28,27.657784,Bear,73.42769622802734,28.57999992370605
2001-03-29,30.447895,Bear,73.70853424072266,29.170000076293945
2001-03-30,29.852062,Bear,74.48085021972656,28.63999938964844
2001-04-02,24.148575,Bear,72.8915786743164,31.209999084472656
2001-04-03,9.785152,Bear,70.459716796875,34.720001220703125
2001-04-04,12.818931,Bear,70.75334167480469,34.06999969482422
2001-04-05,24.57931,Bear,73.4341049194336,29.940000534057617
2001-04-06,17.944155,Bear,72.31710815429688,31.690000534057617
2001-04-09,24.87349,Bear,73.12139129638672,31.90999984741211
2001-04-10,38.9331,Transitional,74.45536804199219,29.440000534057617
2001-04-11,37.55259,Transitional,74.50643920898438,28.459999084472656
2001-04-12,40.336403,Transitional,75.85953521728516,26.1200008392334
2001-04-16,39.348972,Transitional,75.06171417236328,26.32999992370605
2001-04-17,44.266026,Transitional,76.12124633789062,25.61000061035156
2001-04-18,49.282204,Transitional,79.14671325683594,24.1299991607666
2001-04-19,53.56451,Transitional,80.19986724853516,24.15999984741211
2001-04-20,50.62326,Transitional,79.46582794189453,25.3799991607666
2001-04-23,46.097942,Transitional,78.0233154296875,28.15999984741211
2001-04-24,41.706585,Transitional,77.60206604003906,28.489999771118164
2001-04-25,40.9486,Transitional,78.6169204711914,27.399999618530277
2001-04-26,40.727383,Transitional,78.96798706054688,25.959999084472656
2001-04-27,52.344276,Transitional,80.28282928466797,24.020000457763672
2001-04-30,54.609127,Transitional,80.84455108642578,25.479999542236328
2001-05-01,56.421818,Transitional,81.093505859375,24.200000762939453
2001-05-02,56.49214,Transitional,80.94664001464844,24.229999542236328
2001-05-03,51.750824,Transitional,79.91902160644531,25.780000686645508
2001-05-04,56.389484,Transitional,81.27853393554688,23.90999984741211
2001-05-07,51.664833,Transitional,80.57644653320312,24.86000061035156
2001-05-08,51.328693,Transitional,80.53813934326172,24.440000534057617
2001-05-09,49.21045,Transitional,80.19986724853516,24.350000381469727
2001-05-10,51.610737,Transitional,80.4360122680664,24.0
2001-05-11,49.711407,Transitional,79.8807373046875,23.540000915527344
2001-05-14,49.99716,Transitional,80.04029846191406,24.26000022888184
2001-05-15,52.417713,Transitional,80.4104995727539,23.709999084472656
2001-05-16,58.045868,Transitional,82.30622100830078,21.88999938964844
2001-05-17,56.015533,Transitional,82.43385314941406,21.46999931335449
2001-05-18,56.26813,Transitional,82.8104476928711,21.229999542236328
2001-05-21,61.473988,Transitional,84.029541015625,20.76000022888184
2001-05-22,61.214878,Transitional,83.9210205078125,21.350000381469727
2001-05-23,55.109615,Transitional,82.49768829345703,22.07999992370605
2001-05-24,55.23497,Transitional,82.74024200439453,20.56999969482422
2001-05-25,51.8146,Transitional,81.76361846923828,20.600000381469727
2001-05-29,45.708195,Transitional,81.11260986328125,22.13999938964844
2001-05-30,40.966328,Transitional,79.9764633178711,22.76000022888184
2001-05-31,43.406456,Transitional,80.3913345336914,22.63999938964844
2001-06-01,45.27041,Transitional,80.88920593261719,21.59000015258789
2001-06-04,49.871864,Transitional,81.27853393554688,21.3799991607666
2001-06-05,54.609734,Transitional,82.21044921875,19.57999992370605
2001-06-06,51.587242,Transitional,81.52748107910156,20.38999938964844
2001-06-07,54.144806,Transitional,81.82112884521484,19.670000076293945
2001-06-08,50.316612,Transitional,81.06153106689453,19.920000076293945
2001-06-11,45.738567,Transitional,80.48707580566406,20.700000762939453
2001-06-12,44.532482,Transitional,80.34666442871094,20.700000762939453
2001-06-13,42.904152,Transitional,79.65730285644531,21.450000762939453
2001-06-14,32.07275,Bear,77.8701400756836,23.1200008392334
2001-06-15,32.488533,Bear,77.99560546875,22.809999465942383
2001-06-18,32.713425,Bear,77.61795043945312,23.170000076293945
2001-06-19,35.506527,Transitional,77.95718383789062,22.34000015258789
2001-06-20,39.289604,Transitional,78.3668441772461,21.709999084472656
2001-06-21,45.983376,Transitional,79.25660705566406,19.3799991607666
2001-06-22,45.78563,Transitional,78.63571166992188,20.020000457763672
2001-06-25,42.677288,Transitional,77.9123764038086,20.670000076293945
2001-06-26,40.764793,Transitional,77.80360412597656,21.200000762939453
2001-06-27,41.2251,Transitional,77.7587661743164,20.8799991607666
2001-06-28,44.02599,Transitional,78.18763732910156,20.01000022888184
2001-06-29,46.3892,Transitional,78.47564697265625,19.059999465942383
2001-07-02,50.37504,Transitional,79.45503997802734,18.76000022888184
2001-07-03,50.44657,Transitional,79.43582153320312,18.920000076293945
2001-07-05,43.77309,Transitional,77.88677978515625,20.09000015258789
2001-07-06,35.80354,Transitional,76.20333862304688,21.6299991607666
2001-07-09,34.89255,Bear,76.61936950683594,22.479999542236328
2001-07-10,30.774158,Bear,75.6976547241211,23.25
2001-07-11,29.831276,Bear,75.77445220947266,24.01000022888184
2001-07-12,41.25641,Transitional,77.57315826416016,22.09000015258789
2001-07-13,47.04688,Transitional,78.24523162841797,21.13999938964844
2001-07-16,44.547237,Transitional,77.26589965820312,22.90999984741211
2001-07-17,48.166588,Transitional,77.98918151855469,22.61000061035156
2001-07-18,46.870186,Transitional,77.4579086303711,23.600000381469727
2001-07-19,46.19813,Transitional,78.13642883300781,22.51000022888184
2001-07-20,43.212753,Transitional,77.6691665649414,22.34000015258789
2001-07-23,35.788303,Transitional,76.13934326171875,23.739999771118164
2001-07-24,32.41073,Bear,75.40318298339844,25.239999771118164
2001-07-25,39.257954,Transitional,76.2353286743164,24.0
2001-07-26,42.96715,Transitional,77.03545379638672,23.01000022888184
2001-07-27,45.263237,Transitional,77.32991027832031,22.0
2001-07-30,47.37389,Transitional,77.35552215576172,22.690000534057617
2001-07-31,51.374607,Transitional,77.6755599975586,21.6200008392334
2001-08-01,49.730034,Transitional,78.16202545166016,20.559999465942383
2001-08-02,49.050625,Transitional,78.4820556640625,20.09000015258789
2001-08-03,49.95729,Transitional,78.05319213867188,19.88999938964844
2001-08-06,47.76017,Transitional,77.00344848632812,21.88999938964844
2001-08-07,48.0918,Transitional,77.30428314208984,21.01000022888184
2001-08-08,39.628944,Transitional,75.87047576904297,22.31999969482422
2001-08-09,42.03663,Transitional,76.09453582763672,21.75
2001-08-10,44.402737,Transitional,76.3569564819336,20.549999237060547
2001-08-13,47.886818,Transitional,76.37620544433594,20.420000076293945
2001-08-14,46.120083,Transitional,76.34419250488281,20.479999542236328
2001-08-15,43.48608,Transitional,75.68486022949219,20.90999984741211
2001-08-16,44.037846,Transitional,75.94730377197266,21.540000915527344
2001-08-17,34.061558,Bear,74.73114013671875,23.84000015258789
2001-08-20,38.253155,Transitional,75.42242431640625,22.8700008392334
2001-08-21,33.312786,Bear,74.13583374023438,24.399999618530277
2001-08-22,39.630615,Transitional,74.90396118164062,22.440000534057617
2001-08-23,39.440258,Transitional,74.6351089477539,22.229999542236328
2001-08-24,50.59531,Transitional,76.18415069580078,19.709999084472656
2001-08-27,47.294987,Transitional,75.72965240478516,20.559999465942383
2001-08-28,42.270565,Transitional,74.62229919433594,22.0
2001-08-29,37.024223,Transitional,73.95661926269531,23.030000686645508
2001-08-30,28.949436,Bear,72.5356216430664,25.40999984741211
2001-08-31,28.122347,Bear,73.0668716430664,24.920000076293945
2001-09-04,27.016476,Bear,72.5995864868164,25.850000381469727
2001-09-05,29.845299,Bear,72.77880859375,26.350000381469727
2001-09-06,22.493488,Bear,70.90335083007812,28.61000061035156
2001-09-07,21.552588,Bear,69.59114837646484,30.989999771118164
2001-09-10,20.450394,Bear,70.4425048828125,31.84000015258789
2001-09-17,9.720313,Bear,66.7619400024414,41.7599983215332
2001-09-18,9.6366005,Bear,66.60188293457031,38.869998931884766
2001-09-19,8.217225,Bear,65.25769805908203,40.560001373291016
2001-09-20,7.330706,Bear,63.183815002441406,43.7400016784668
2001-09-21,7.4782653,Bear,62.50213623046875,42.65999984741211
2001-09-24,13.107431,Bear,64.69947814941406,37.75
2001-09-25,15.821963,Bear,65.37406158447266,35.810001373291016
2001-09-26,18.548428,Bear,65.14277648925781,35.2599983215332
2001-09-27,23.079084,Bear,65.70820617675781,34.0
2001-09-28,27.450296,Bear,67.1023941040039,31.93000030517578
2001-10-01,23.689705,Bear,66.99314880371094,32.31999969482422
2001-10-02,27.210562,Bear,67.83484649658203,31.18000030517578
2001-10-03,30.421339,Bear,68.97206115722656,31.34000015258789
2001-10-04,28.907396,Bear,69.02989959716797,31.96999931335449
2001-10-05,28.430077,Bear,68.89493560791016,33.38999938964844
2001-10-08,25.234802,Bear,68.44522857666016,35.119998931884766
2001-10-09,24.369238,Bear,68.07897186279297,34.83000183105469
2001-10-10,31.876549,Bear,69.59527587890625,31.600000381469727
2001-10-11,38.00553,Transitional,70.6746826171875,31.5
2001-10-12,35.082355,Transitional,70.35340881347656,35.27000045776367
2001-10-15,35.44103,Transitional,70.22492218017578,35.310001373291016
2001-10-16,45.253155,Transitional,70.66824340820312,32.880001068115234
2001-10-17,34.4945,Bear,69.1648178100586,35.08000183105469
2001-10-18,33.893158,Bear,69.01701354980469,34.95000076293945
2001-10-19,40.993046,Transitional,68.97206115722656,34.11000061035156
2001-10-22,46.79237,Transitional,70.33415985107422,32.25
2001-10-23,44.309273,Transitional,69.9743423461914,32.0
2001-10-24,43.84899,Transitional,69.78804779052734,30.950000762939453
2001-10-25,50.82986,Transitional,71.04090118408203,29.459999084472656
2001-10-26,50.26237,Transitional,70.88029479980469,28.420000076293945
2001-10-29,38.0168,Transitional,69.03630065917969,31.63999938964844
2001-10-30,30.789045,Bear,68.20751190185547,33.459999084472656
2001-10-31,29.24076,Bear,67.97618103027344,33.560001373291016
2001-11-01,33.353848,Bear,69.71734619140625,32.310001373291016
2001-11-02,35.63617,Transitional,70.19281768798828,30.709999084472656
2001-11-05,42.41862,Transitional,71.11156463623047,30.5
2001-11-06,50.518974,Transitional,72.21668243408203,28.799999237060547
2001-11-07,50.615894,Transitional,72.12029266357422,29.1299991607666
2001-11-08,49.78923,Transitional,72.34515380859375,28.6200008392334
2001-11-09,48.086826,Transitional,72.4222412109375,27.440000534057617
2001-11-12,45.40183,Transitional,71.97895812988281,29.350000381469727
2001-11-13,49.428947,Transitional,73.5980224609375,26.46999931335449
2001-11-14,48.910774,Transitional,73.66870880126953,26.559999465942383
2001-11-15,54.10789,Transitional,73.80363464355469,25.559999465942383
2001-11-16,54.59428,Transitional,73.47596740722656,25.06999969482422
2001-11-19,60.528214,Transitional,74.38187408447266,24.459999084472656
2001-11-20,54.49353,Transitional,73.75865173339844,24.1200008392334
2001-11-21,52.563656,Transitional,73.27033996582031,24.190000534057617
2001-11-23,55.860752,Transitional,74.32406616210938,23.25
2001-11-26,54.53022,Transitional,74.48468780517578,23.790000915527344
2001-11-27,51.6686,Transitional,74.16342163085938,24.0
2001-11-28,46.621834,Transitional,72.82061767578125,25.899999618530277
2001-11-29,52.844555,Transitional,73.80363464355469,25.18000030517578
2001-11-30,50.92722,Transitional,73.27679443359375,23.84000015258789
2001-12-03,46.085102,Transitional,72.83989715576172,25.770000457763672
2001-12-04,51.098457,Transitional,74.07344818115234,24.07999992370605
2001-12-05,58.94745,Transitional,75.42916870117188,23.020000457763672
2001-12-06,55.90221,Transitional,75.39060974121094,23.709999084472656
2001-12-07,54.54856,Transitional,74.8894271850586,23.489999771118164
2001-12-10,46.95244,Transitional,73.48880767822266,25.6200008392334
2001-12-11,44.60319,Transitional,73.34104919433594,25.299999237060547
2001-12-12,45.013477,Transitional,73.42456817626953,24.8700008392334
2001-12-13,36.95766,Transitional,71.99821472167969,25.90999984741211
2001-12-14,39.655647,Transitional,72.68570709228516,24.6299991607666
2001-12-17,45.60046,Transitional,73.43744659423828,24.26000022888184
2001-12-18,48.46608,Transitional,73.87431335449219,23.290000915527344
2001-12-19,49.703094,Transitional,74.39472961425781,22.57999992370605
2001-12-20,48.60625,Transitional,73.66226196289062,23.670000076293945
2001-12-21,51.38484,Transitional,74.10903930664062,22.5
2001-12-24,47.358303,Transitional,73.96724700927734,22.6200008392334
2001-12-26,47.505154,Transitional,74.37338256835938,22.290000915527344
2001-12-27,51.344296,Transitional,74.82470703125,21.59000015258789
2001-12-28,53.828598,Transitional,74.7860107421875,21.399999618530277
2001-12-31,45.816387,Transitional,73.69003295898438,23.799999237060547
2002-01-02,53.065792,Transitional,74.48299407958984,22.709999084472656
2002-01-03,56.759796,Transitional,75.32754516601562,21.34000015258789
2002-01-04,60.268604,Transitional,75.83042907714844,20.450000762939453
2002-01-07,54.17929,Transitional,75.29529571533203,21.940000534057617
2002-01-08,54.060925,Transitional,75.12123107910156,21.82999992370605
2002-01-09,50.34685,Transitional,74.50878143310547,22.1299991607666
2002-01-10,50.67158,Transitional,74.83759307861328,22.36000061035156
2002-01-11,46.834583,Transitional,74.10260772705078,22.600000381469727
2002-01-14,44.231136,Transitional,73.638427734375,23.57999992370605
2002-01-15,49.785988,Transitional,74.23799896240234,22.700000762939453
2002-01-16,43.309513,Transitional,72.73583984375,23.450000762939453
2002-01-17,45.603962,Transitional,73.28387451171875,22.25
2002-01-18,44.031223,Transitional,72.94860076904297,22.520000457763672
2002-01-22,41.836002,Transitional,72.44570922851562,23.61000061035156
2002-01-23,45.77239,Transitional,73.00017547607422,21.8799991607666
2002-01-24,48.272682,Transitional,73.2258071899414,21.149999618530277
2002-01-25,46.362804,Transitional,73.20648956298828,21.01000022888184
2002-01-28,47.3567,Transitional,73.40634155273438,21.13999938964844
2002-01-29,35.553143,Transitional,71.09830474853516,24.350000381469727
2002-01-30,39.458164,Transitional,72.12335968017578,23.21999931335449
2002-01-31,45.535664,Transitional,72.96795654296875,21.09000015258789
2002-02-01,44.432575,Transitional,72.62625122070312,21.1200008392334
2002-02-04,32.62802,Bear,70.82103729248047,24.8700008392334
2002-02-05,32.54193,Bear,70.38262939453125,25.450000762939453
2002-02-06,30.878521,Bear,70.07964324951172,26.09000015258789
2002-02-07,27.530993,Bear,69.6412353515625,25.11000061035156
2002-02-08,37.011635,Transitional,70.97582244873047,23.26000022888184
2002-02-11,45.328857,Transitional,71.8461685180664,21.780000686645508
2002-02-12,47.151577,Transitional,71.6205062866211,21.6200008392334
2002-02-13,50.3478,Transitional,72.38123321533203,20.850000381469727
2002-02-14,48.469444,Transitional,72.24585723876953,21.770000457763672
2002-02-15,44.180122,Transitional,71.49159240722656,22.3700008392334
2002-02-19,36.385777,Transitional,70.11837005615234,24.43000030517578
2002-02-20,42.364323,Transitional,71.29815673828125,22.65999984741211
2002-02-21,34.573055,Bear,69.82177734375,23.799999237060547
2002-02-22,39.020935,Transitional,70.6856689453125,22.86000061035156
2002-02-25,45.31818,Transitional,71.85260009765625,21.84000015258789
2002-02-26,48.28619,Transitional,71.70429992675781,21.68000030517578
2002-02-27,47.072464,Transitional,71.98150634765625,21.489999771118164
2002-02-28,51.874695,Transitional,71.6592025756836,21.59000015258789
2002-03-01,56.49022,Transitional,73.3289794921875,19.959999084472656
2002-03-04,57.227016,Transitional,74.62481689453125,20.5
2002-03-05,56.796032,Transitional,74.38629150390625,20.299999237060547
2002-03-06,62.227753,Transitional,75.26954650878906,19.940000534057617
2002-03-07,62.229923,Transitional,75.10836791992188,20.040000915527344
2002-03-08,63.46019,Transitional,75.42428588867188,19.270000457763672
2002-03-11,64.589554,Transitional,75.58543395996094,19.84000015258789
2002-03-12,62.958855,Transitional,75.54029846191406,19.59000015258789
2002-03-13,59.886692,Transitional,74.81179809570312,19.459999084472656
2002-03-14,60.23112,Transitional,74.70868682861328,19.200000762939453
2002-03-15,61.40814,Transitional,75.4205093383789,18.420000076293945
2002-03-18,61.22266,Transitional,75.43344116210938,18.93000030517578
2002-03-19,64.91511,Transitional,75.93772888183594,18.15999984741211
2002-03-20,61.11217,Transitional,74.50886535644531,18.459999084472656
2002-03-21,59.692604,Transitional,74.54115295410156,18.149999618530277
2002-03-22,56.704884,Transitional,74.37953186035156,17.770000457763672
2002-03-25,52.47048,Transitional,73.45497131347656,18.479999542236328
2002-03-26,51.821354,Transitional,73.8817367553711,18.1299991607666
2002-03-27,55.083576,Transitional,74.07565307617188,17.700000762939453
2002-03-28,54.311516,Transitional,74.04332733154297,17.399999618530273
2002-04-01,53.190987,Transitional,74.07565307617188,18.729999542236328
2002-04-02,50.688152,Transitional,73.66835021972656,19.15999984741211
2002-04-03,46.46519,Transitional,73.15111541748047,20.200000762939453
2002-04-04,45.41348,Transitional,72.84721374511719,19.780000686645508
2002-04-05,44.674564,Transitional,72.8601303100586,19.1299991607666
2002-04-08,46.416874,Transitional,73.01531982421875,19.61000061035156
2002-04-09,44.34064,Transitional,72.5045394897461,19.46999931335449
2002-04-10,51.39432,Transitional,73.32566833496094,18.190000534057617
2002-04-11,40.37724,Transitional,71.50239562988281,20.299999237060547
2002-04-12,44.518154,Transitional,72.03905487060547,19.420000076293945
2002-04-15,43.572395,Transitional,71.48943328857422,19.81999969482422
2002-04-16,51.599243,Transitional,73.18989562988281,18.11000061035156
2002-04-17,48.80089,Transitional,73.03471374511719,18.43000030517578
2002-04-18,48.907513,Transitional,72.71794128417969,19.290000915527344
2002-04-19,51.681473,Transitional,72.98297119140625,18.299999237060547
2002-04-22,46.485798,Transitional,71.76747131347656,19.770000457763672
2002-04-23,42.14744,Transitional,71.45714569091797,20.280000686645508
2002-04-24,41.694736,Transitional,70.73944854736328,20.770000457763672
2002-04-25,41.219055,Transitional,70.77824401855469,20.950000762939453
2002-04-26,33.973114,Bear,69.43342590332031,22.13999938964844
2002-04-29,32.03574,Bear,69.09072875976562,24.049999237060547
2002-04-30,37.993965,Transitional,69.7372817993164,21.90999984741211
2002-05-01,44.935856,Transitional,70.59074401855469,20.059999465942383
2002-05-02,43.85175,Transitional,70.31922912597656,20.06999969482422
2002-05-03,44.903976,Transitional,69.55622863769531,20.190000534057617
2002-05-06,35.799587,Transitional,68.19202423095703,22.559999465942383
2002-05-07,35.766357,Transitional,67.95280456542969,21.940000534057617
2002-05-08,43.943954,Transitional,70.48080444335938,20.38999938964844
2002-05-09,38.757286,Transitional,69.66614532470703,21.559999465942383
2002-05-10,36.809216,Transitional,68.35369110107422,22.40999984741211
2002-05-13,46.373997,Transitional,69.74374389648438,20.71999931335449
2002-05-14,50.86164,Transitional,71.2631607055664,19.350000381469727
2002-05-15,47.62789,Transitional,70.98514556884766,19.190000534057617
2002-05-16,52.083637,Transitional,71.35367584228516,18.5
2002-05-17,55.98611,Transitional,71.70280456542969,17.700000762939453
2002-05-20,48.746563,Transitional,70.9269790649414,19.239999771118164
2002-05-21,43.80592,Transitional,70.28038787841797,20.049999237060547
2002-05-22,45.211147,Transitional,70.43555450439453,19.57999992370605
2002-05-23,49.529354,Transitional,71.18557739257812,18.229999542236328
2002-05-24,45.366844,Transitional,70.27393341064453,18.899999618530277
2002-05-28,46.37922,Transitional,69.89247131347656,20.309999465942383
2002-05-29,44.631046,Transitional,69.3752212524414,20.38999938964844
2002-05-30,43.161083,Transitional,69.18123626708984,20.61000061035156
2002-05-31,43.153084,Transitional,69.32347869873047,19.979999542236328
2002-06-03,32.820282,Bear,67.48077392578125,23.3700008392334
2002-06-04,33.847015,Bear,67.64892578125,23.88999938964844
2002-06-05,40.706245,Transitional,68.28253936767578,22.61000061035156
2002-06-06,32.87506,Bear,66.89244079589844,24.15999984741211
2002-06-07,29.37563,Bear,66.81486511230469,23.51000022888184
2002-06-10,36.461433,Transitional,67.07349395751953,23.71999931335449
2002-06-11,33.296963,Bear,65.9226303100586,24.450000762939453
2002-06-12,32.368282,Bear,66.32347869873047,24.149999618530277
2002-06-13,30.367632,Bear,65.65753173828125,25.020000457763672
2002-06-14,29.27446,Bear,65.56055450439453,25.959999084472656
2002-06-17,36.661144,Transitional,67.31916046142578,24.63999938964844
2002-06-18,39.79592,Transitional,67.86869812011719,24.239999771118164
2002-06-19,32.253956,Bear,66.28467559814453,26.059999465942383
2002-06-20,29.666126,Bear,65.43769836425781,27.479999542236328
2002-06-21,28.212667,Bear,64.41456604003906,27.229999542236328
2002-06-24,26.673212,Bear,64.75189208984375,26.979999542236328
2002-06-25,22.253212,Bear,63.29856872558594,27.84000015258789
2002-06-26,24.247402,Bear,63.40234756469727,28.420000076293945
2002-06-27,31.266577,Bear,64.51184844970703,26.290000915527344
2002-06-28,31.87846,Bear,64.2069320678711,25.399999618530277
2002-07-01,27.509613,Bear,62.95467758178711,27.11000061035156
2002-07-02,25.247581,Bear,61.61811065673828,28.959999084472656
2002-07-03,25.24895,Bear,61.96846389770508,29.420000076293945
2002-07-05,30.878983,Bear,64.4339828491211,27.11000061035156
